Wall time,Step,Value
1725451539.3464868,4,0.10158837586641312
1725451581.0670037,18,0.0730234682559967
1725451609.6811574,26,0.04148018732666969
1725451612.3125792,27,0.04737914353609085
1725451651.4747853,40,0.049999676644802094
1725451674.3409126,47,0.0498596727848053
1725451677.7186542,48,0.044179294258356094
1725451716.1332908,62,0.06244868040084839
1725451719.1318839,63,0.0637776255607605
1725451729.886699,67,0.0651770830154419
1725451741.6905217,71,0.054852195084095
1725451757.991834,77,0.0452994778752327
1725451772.2408078,82,0.03811122849583626
1725451792.959564,89,0.02449486404657364
1725451822.7079191,99,0.05124707892537117
1725451834.481531,103,0.08142700046300888
1725451845.2867386,107,0.050483014434576035
1725451883.7930145,121,0.04548898711800575
1725451894.6988912,125,0.05090251937508583
1725451897.3266492,126,0.04859726130962372
1725451903.0318305,128,0.040855783969163895
1725451908.3845568,130,0.045779671519994736
1725451926.0003953,136,0.050238389521837234
1725451947.524556,144,0.03440970182418823
1725451956.0343819,147,0.06261467188596725
1725451983.0741897,157,0.04587297886610031
1725451991.539339,160,0.04942277818918228
1725451997.0151641,162,0.06902088224887848
1725452002.361232,164,0.07591554522514343
1725452025.4671798,172,0.050857581198215485
1725452039.7631302,177,0.05971263349056244
1725452077.811889,191,0.08787055313587189
1725452110.2656991,203,0.07290966808795929
1725452115.5389676,205,0.08006924390792847
1725452137.6687958,213,0.08329546451568604
1725452181.6736126,229,0.07180441915988922
1725452223.836329,244,0.057297710329294205
1725452226.780243,245,0.061591945588588715
1725452264.1831448,258,0.06704621762037277
1725452266.8217132,259,0.05096543952822685
1725452300.1544535,271,0.059839241206645966
1725452308.0930772,274,0.054314665496349335
1725452330.39389,282,0.05802703648805618
1725452338.2286375,285,0.05514639988541603
1725452351.4968083,290,0.05156286805868149
1725452365.0577512,295,0.04242987930774689
1725452401.0952134,308,0.05820273235440254
1725452423.0855513,316,0.03994706645607948
1725452428.46021,318,0.045443519949913025
1725452431.0957167,319,0.0439443364739418
1725452440.9761026,322,0.04490167275071144
1725452553.3828557,345,0.044433798640966415
1725452558.492777,346,0.03377535566687584
1725452609.7409134,358,0.03241743519902229
1725452633.8991702,364,0.03550097346305847
1725452639.996584,365,0.0342341773211956
1725452644.2845325,366,0.061438433825969696
1725452701.7761483,378,0.05055296793580055
1725452739.7151175,386,0.04812411218881607
1725452757.2575433,390,0.030193811282515526
1725452766.6293404,392,0.03185386210680008
1725452787.438096,397,0.027775054797530174
1725452809.0355275,402,0.03875631466507912
1725452817.7848566,404,0.033437229692935944
1725452871.1299984,415,0.03941717743873596
1725452896.898517,421,0.05950592830777168
1725452901.233598,422,0.0658150240778923
1725452961.0946102,436,0.05455318093299866
1725452965.737847,437,0.05350330099463463
1725452974.43941,439,0.05439746007323265
1725453003.0407305,446,0.06381039321422577
1725453069.6495938,461,0.05776696652173996
1725453086.9332628,465,0.06984537839889526
1725453099.3661504,468,0.05670524388551712
1725453107.8541424,470,0.0770825743675232
1725453127.6764057,474,0.07828942686319351
1725453131.529838,475,0.0732676312327385
1725453153.1961951,480,0.07399074733257294
1725453159.163459,481,0.06271947175264359
1725453183.863007,487,0.03978317230939865
1725453279.6552362,510,0.06113383546471596
1725453287.6071744,512,0.05507756024599075
1725453291.732927,513,0.052697788923978806
1725453295.7471755,514,0.04832321032881737
1725453308.1440082,517,0.053112562745809555
1725453313.8333292,519,0.05176229774951935
1725453354.301179,533,0.03379683196544647
1725453357.222942,534,0.041574627161026
1725453363.4250755,536,0.041409607976675034
1725453370.747834,538,0.0419711172580719
1725453376.5012617,540,0.05154717341065407
1725453388.0320494,544,0.06423128396272659
1725453393.6798544,546,0.051501110196113586
1725453410.712711,552,0.027935819700360298
1725453422.8676505,556,0.03604043647646904
1725453439.9267647,562,0.04256497323513031
1725453445.5128102,564,0.05697689950466156
1725453457.6181855,568,0.05168525502085686
1725453504.7617526,584,0.040451496839523315
1725453520.2476227,590,0.03295397013425827
1725453530.869477,594,0.05271899327635765
1725453536.0400321,596,0.039740048348903656
